Name,Value,MOE
All Employer establishments (Total),202005,
Average employment per employer,15,
Establishments with less than 5 employees,114149,
Establishments with 5 to 9 employees,36483,
Average payroll per employee,81182,
Establishments with 10 to 19 employees,25171,
Establishments with 20 to 49 employees,16927,
Establishments with 50 to 99 employees,5190,
Population per employer,38,
Establishments with 100 to 249 employees,2871,
Establishments with 250 to 499 employees,748,
Establishments with 500 to 999 employees,286,
"Establishments with 1,000 employees or more",180,
Total employment of employers,2978277,
"Total annual payroll of employers ($1,000)",241782080,
Number of farm operations (Ag only),17598,
Total contract and hired labor expense (Ag only),218300000,
Total operating expense (Ag only),6048131000,
Establishment Entrants,21155,
Establishment Exits,18431,
All Employer firms (Total),142043,
Firms Age 0 (startups),13022,
Firms Age 1-5 Years,38821,
Firms Age 6-10 Year,23208,
Firms Age 11+ Years,59189,
Firms born before 1977,7803,
Firms with 1 to 19 employees,129003,
Firms with 20 to 499 employees,15428,
Firms with 500 or more employees,273,
