Name,Value,MOE
Total consumer expenditures per household ,118094.83,
Consumer expenditures per household on Alcoholic beverages,798.15,
Consumer expenditures per household on Alcoholic beverages consumed at home,492.16,
Consumer expenditures per household on Apparel & services,2845.09,
Consumer expenditures per household on Men's Apparel,525.38,
Consumer expenditures per household on Women's Apparel,954.21,
Consumer expenditures per household on Children's Apparel,429.03,
Consumer expenditures per household on Boys' Apparel,162.34,
Consumer expenditures per household on Girls' Apparel,155.15,
Consumer expenditures per household on Footware,599.03,
Consumer expenditures per household on Dining out (Food away from home),4769.14,
Consumer expenditures per household on Education,2111.06,
Consumer expenditures per household on Entertainment / Recreation,4889.45,
Consumer expenditures per household on Club membership fees,362.15,
Consumer expenditures per household on Dating services,1.01,
Consumer expenditures per household on Pet food,429.49,
Consumer expenditures per household on Pet services,133.25,
Consumer expenditures per household on Food consumed at home,8704.62,
Consumer expenditures per household on Bakery products consumed at home,1116.49,
Consumer expenditures per household on Dairy products consumed at home,827.15,
Consumer expenditures per household on Fruits and vegetables consumed at home,1739.92,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1870,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,872.46,
Consumer expenditures per household on Snacks and other food products consumed at home,3151.06,
Consumer expenditures per household on Health Care,8949.38,
Consumer expenditures per household on Medical services,1826.24,
Consumer expenditures per household on Nonprescription drugs,207.29,
Consumer expenditures per household on Household Services,3308.77,
Consumer expenditures per household on Care for the elderly and handicapped,47.57,
Consumer expenditures per household on Lawn and garden services,815.33,
Consumer expenditures per household on Housekeeping services,300.42,
Consumer expenditures per household on PC repair,7.18,
Consumer expenditures per household on Housing,39423.84,
Consumer expenditures per household on Home improvements,6694.72,
"Consumer expenditures per household on Utilities, fuel, and public services",6920.74,
Consumer expenditures per household on Phone services,2250.82,
Consumer expenditures per household on Water,1141.78,
Consumer expenditures per household on Life and other insurance,791.43,
Consumer expenditures per household on Pensions and social security,12812.65,
Consumer expenditures per household on Personal Care Products and Services,1213.8,
Consumer expenditures per household on Hair care products,129.25,
Consumer expenditures per household on Personal care products,540.48,
Consumer expenditures per household on Local Transportation,12992.66,
Consumer expenditures per household on Gasoline,3744.66,
Consumer expenditures per household on Vehicle maintenance and repair,1757.39,
Consumer expenditures per household on Travel,3679.83,
Consumer expenditures per household on Airline fares,790.26,
Consumer expenditures per household on Auto/Truck rental on trips,140.6,
Consumer expenditures per household on Lodging on trips,1182.54,
Consumer expenditures per household on Food and drink on trips,899.19,
Consumer expenditures per household on Entertainment on trips,217.3,
Consumer expenditures per household on Child Care,675.28,
Consumer expenditures per household on Day Care/Nursery & Preschools,474,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,201.29,
