Name,Value,MOE
Total number of employer and nonemployer businesses,1332362,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,284640,
White-owned non-employer businesses,813900,
Black-owned non-employer businesses,72030,
American Indian- and Alaska Native-owned employer businesses,18600,
Asian-owned non-employer businesses,125350,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,7300,
Hispanic-owned non-employer businesses,79850,
Female-owned non-employer businesses,451790,
Male-owned non-employer businesses,531500,
Veteran-owned non-employer businesses,54760,
