Name,Value,MOE
Median household income,62027,400
Average income,86225,781
Percent high school degree or higher,88.1,0.2
Percent Bachelor's degree or higher,27.8,0.3
Average household size,2.5,
Percent in poverty,15.6,0.2
Percent population 16 years and over in labor force,58.1,0.2
Percent employed,55,0.2
Percent disabled,16.2,0.1
Percent with health coverage,90.6,0.2
Percent of all workers 16 and over who commute to work,92.2,0.3
Percent who drive alone to work,81.5,0.3
Percent who carpool to work,8.2,0.2
Percent who use public transportation to commute to work,0.3,0
Percent who walk to work,1.1,0.1
Percent who use other means to commute to work,1.1,0.1
Percent who work from home,7.8,0.2
Average travel time to work (mins),25.4,0.2
Percent with no vehicles available,5.4,0.1
Percent with 1 vehicle available,31.5,0.3
Percent with 2 or more vehicles available,63.1,0.3
Percent veterans,7.9,0.1
Percent foreign born,3.8,
Percent speaking Spanish at home,3.9,0.1
Percent speaking other Indo-European languages at home,0.8,0
Percent speaking other Asian and Pacific Island languages at home,0.9,0
