Name,Value,MOE
Total population,5054253,
Percent male,48.5,
Percent female,51.5,
Percent under 5 years,5.8,
Percent under 18 years,22.3,
Percent 18 years and over ,77.7,
Percent 21 years and over,73.3,
Percent working age (25 to 64 years),50.7,
Percent 65 years and over,17.5,
Median age,39.3,0.1
Percent White,65.36,
Percent Black or African American,26.09,
Percent American Indian and Alaska Native,0.44,
Percent Asian,1.42,
Percent Native Hawaiian and Other Pacific Islander,0.05,
Percent some other race,2.12,
Percent two or more races,4.51,
Percent Hispanic (of any race),5.37,
