Name,Value,MOE
All Employer establishments (Total),105071,
Average employment per employer,17,
Establishments with less than 5 employees,53069,
Establishments with 5 to 9 employees,21182,
Average payroll per employee,52984,
Establishments with 10 to 19 employees,14604,
Establishments with 20 to 49 employees,10451,
Establishments with 50 to 99 employees,3137,
Population per employer,48,
Establishments with 100 to 249 employees,1782,
Establishments with 250 to 499 employees,518,
Establishments with 500 to 999 employees,215,
"Establishments with 1,000 employees or more",113,
Total employment of employers,1777657,
"Total annual payroll of employers ($1,000)",94186727,
Number of farm operations (Ag only),13113,
Total contract and hired labor expense (Ag only),19413000,
Total operating expense (Ag only),1017880000,
Establishment Entrants,9444,
Establishment Exits,8348,
All Employer firms (Total),70747,
Firms Age 0 (startups),5779,
Firms Age 1-5 Years,16247,
Firms Age 6-10 Year,10004,
Firms Age 11+ Years,32622,
Firms born before 1977,6095,
Firms with 1 to 19 employees,62616,
Firms with 20 to 499 employees,9606,
Firms with 500 or more employees,237,
