Name,Value,MOE
Total consumer expenditures per household ,79451.81,
Consumer expenditures per household on Alcoholic beverages,493.51,
Consumer expenditures per household on Alcoholic beverages consumed at home,305.13,
Consumer expenditures per household on Apparel & services,1881.3,
Consumer expenditures per household on Men's Apparel,345.51,
Consumer expenditures per household on Women's Apparel,648.16,
Consumer expenditures per household on Children's Apparel,303.1,
Consumer expenditures per household on Boys' Apparel,113.31,
Consumer expenditures per household on Girls' Apparel,110.41,
Consumer expenditures per household on Footware,387.51,
Consumer expenditures per household on Dining out (Food away from home),3134.92,
Consumer expenditures per household on Education,1257.37,
Consumer expenditures per household on Entertainment / Recreation,3294.82,
Consumer expenditures per household on Club membership fees,223.56,
Consumer expenditures per household on Dating services,0.7,
Consumer expenditures per household on Pet food,326.17,
Consumer expenditures per household on Pet services,81.19,
Consumer expenditures per household on Food consumed at home,6018.13,
Consumer expenditures per household on Bakery products consumed at home,772.91,
Consumer expenditures per household on Dairy products consumed at home,565.01,
Consumer expenditures per household on Fruits and vegetables consumed at home,1148.92,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1298.72,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,636.62,
Consumer expenditures per household on Snacks and other food products consumed at home,2232.56,
Consumer expenditures per household on Health Care,6671.38,
Consumer expenditures per household on Medical services,1263.9,
Consumer expenditures per household on Nonprescription drugs,160.34,
Consumer expenditures per household on Household Services,2240.23,
Consumer expenditures per household on Care for the elderly and handicapped,24.06,
Consumer expenditures per household on Lawn and garden services,597.48,
Consumer expenditures per household on Housekeeping services,182.45,
Consumer expenditures per household on PC repair,4.63,
Consumer expenditures per household on Housing,25347.96,
Consumer expenditures per household on Home improvements,4489.96,
"Consumer expenditures per household on Utilities, fuel, and public services",5219.54,
Consumer expenditures per household on Phone services,1677.36,
Consumer expenditures per household on Water,820.16,
Consumer expenditures per household on Life and other insurance,558.65,
Consumer expenditures per household on Pensions and social security,8124.05,
Consumer expenditures per household on Personal Care Products and Services,771.61,
Consumer expenditures per household on Hair care products,84.26,
Consumer expenditures per household on Personal care products,322.66,
Consumer expenditures per household on Local Transportation,9556.99,
Consumer expenditures per household on Gasoline,2844.69,
Consumer expenditures per household on Vehicle maintenance and repair,1239.84,
Consumer expenditures per household on Travel,2315.26,
Consumer expenditures per household on Airline fares,440.29,
Consumer expenditures per household on Auto/Truck rental on trips,88.2,
Consumer expenditures per household on Lodging on trips,769.74,
Consumer expenditures per household on Food and drink on trips,575.71,
Consumer expenditures per household on Entertainment on trips,137.7,
Consumer expenditures per household on Child Care,399.42,
Consumer expenditures per household on Day Care/Nursery & Preschools,291.4,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,108.02,
