Name,Value,MOE
All Employer establishments (Total),47728,
All Nonemployer firms,130260,
Total employment of employers,1054696,
"Total annual payroll of employers ($1,000)",104432637,
"Total revenue of employers ($1,000)",473610733,
"Revenue of nonemployer firms ($1,000)",7656668,
Establishment Entrants,4896,
Establishment Exits,4431,
All Employer firms (Total),34800,
Firms Age 0 (startups),2628,
Firms Age 1-5 Years,7814,
Firms Age 6-10 Year,4945,
Firms Age 11+ Years,14640,
Firms born before 1977,4765,
Firms with 1 to 19 employees,14232,
Firms with 20 to 499 employees,3344,
Firms with 500 or more employees,78,
"Total revenue of employers ($1,000) for Islands",n/a,
