Name,Value,MOE
All Employer establishments (Total),44850,
Average employment per employer,14,
Establishments with less than 5 employees,23483,
Establishments with 5 to 9 employees,8649,
Average payroll per employee,50036,
Establishments with 10 to 19 employees,6286,
Establishments with 20 to 49 employees,4319,
Establishments with 50 to 99 employees,1257,
Population per employer,47,
Establishments with 100 to 249 employees,622,
Establishments with 250 to 499 employees,170,
Establishments with 500 to 999 employees,43,
"Establishments with 1,000 employees or more",21,
Total employment of employers,639118,
"Total annual payroll of employers ($1,000)",31979149,
Number of farm operations (Ag only),8795,
Total contract and hired labor expense (Ag only),24995000,
Total operating expense (Ag only),519151000,
Establishment Entrants,4344,
Establishment Exits,3778,
All Employer firms (Total),31079,
Firms Age 0 (startups),2418,
Firms Age 1-5 Years,6870,
Firms Age 6-10 Year,4465,
Firms Age 11+ Years,14737,
Firms born before 1977,2589,
Firms with 1 to 19 employees,27699,
Firms with 20 to 499 employees,4080,
Firms with 500 or more employees,54,
