Name,Value,MOE
Total consumer expenditures per household ,78815.84,
Consumer expenditures per household on Alcoholic beverages,494.57,
Consumer expenditures per household on Alcoholic beverages consumed at home,306.89,
Consumer expenditures per household on Apparel & services,1879.44,
Consumer expenditures per household on Men's Apparel,347.28,
Consumer expenditures per household on Women's Apparel,642.12,
Consumer expenditures per household on Children's Apparel,299.41,
Consumer expenditures per household on Boys' Apparel,110.88,
Consumer expenditures per household on Girls' Apparel,110.02,
Consumer expenditures per household on Footware,397.19,
Consumer expenditures per household on Dining out (Food away from home),3156.99,
Consumer expenditures per household on Education,1235.52,
Consumer expenditures per household on Entertainment / Recreation,3253.25,
Consumer expenditures per household on Club membership fees,221.5,
Consumer expenditures per household on Dating services,0.65,
Consumer expenditures per household on Pet food,314.25,
Consumer expenditures per household on Pet services,82.57,
Consumer expenditures per household on Food consumed at home,5938.77,
Consumer expenditures per household on Bakery products consumed at home,757.88,
Consumer expenditures per household on Dairy products consumed at home,559.65,
Consumer expenditures per household on Fruits and vegetables consumed at home,1145.08,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1289.96,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,619.95,
Consumer expenditures per household on Snacks and other food products consumed at home,2186.19,
Consumer expenditures per household on Health Care,6464.19,
Consumer expenditures per household on Medical services,1250.66,
Consumer expenditures per household on Nonprescription drugs,155.72,
Consumer expenditures per household on Household Services,2205.09,
Consumer expenditures per household on Care for the elderly and handicapped,25.45,
Consumer expenditures per household on Lawn and garden services,573.57,
Consumer expenditures per household on Housekeeping services,187.17,
Consumer expenditures per household on PC repair,4.55,
Consumer expenditures per household on Housing,25538.76,
Consumer expenditures per household on Home improvements,4468.15,
"Consumer expenditures per household on Utilities, fuel, and public services",5059.3,
Consumer expenditures per household on Phone services,1632.89,
Consumer expenditures per household on Water,813.77,
Consumer expenditures per household on Life and other insurance,540.78,
Consumer expenditures per household on Pensions and social security,8042.52,
Consumer expenditures per household on Personal Care Products and Services,784.95,
Consumer expenditures per household on Hair care products,84.5,
Consumer expenditures per household on Personal care products,333.86,
Consumer expenditures per household on Local Transportation,9321.78,
Consumer expenditures per household on Gasoline,2758.59,
Consumer expenditures per household on Vehicle maintenance and repair,1228.5,
Consumer expenditures per household on Travel,2307.01,
Consumer expenditures per household on Airline fares,460.39,
Consumer expenditures per household on Auto/Truck rental on trips,87.56,
Consumer expenditures per household on Lodging on trips,753.3,
Consumer expenditures per household on Food and drink on trips,570.71,
Consumer expenditures per household on Entertainment on trips,135.91,
Consumer expenditures per household on Child Care,394.83,
Consumer expenditures per household on Day Care/Nursery & Preschools,285.16,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,109.67,
