Name,Value,MOE
All Employer establishments (Total),89652,
All Nonemployer firms,277114,
Total employment of employers,1278167,
"Total annual payroll of employers ($1,000)",63955802,
"Total revenue of employers ($1,000)",413215769,
"Revenue of nonemployer firms ($1,000)",13541324,
Establishment Entrants,8688,
Establishment Exits,7556,
All Employer firms (Total),62667,
Firms Age 0 (startups),4834,
Firms Age 1-5 Years,13749,
Firms Age 6-10 Year,8948,
Firms Age 11+ Years,29677,
Firms born before 1977,5452,
Firms with 1 to 19 employees,27699,
Firms with 20 to 499 employees,4080,
Firms with 500 or more employees,54,
"Total revenue of employers ($1,000) for Islands",n/a,
