Name,Value,MOE
Total consumer expenditures per household ,88130.68,
Consumer expenditures per household on Alcoholic beverages,568.49,
Consumer expenditures per household on Alcoholic beverages consumed at home,346.17,
Consumer expenditures per household on Apparel & services,2105.88,
Consumer expenditures per household on Men's Apparel,392.38,
Consumer expenditures per household on Women's Apparel,712.42,
Consumer expenditures per household on Children's Apparel,329.45,
Consumer expenditures per household on Boys' Apparel,122.96,
Consumer expenditures per household on Girls' Apparel,120.25,
Consumer expenditures per household on Footware,436.75,
Consumer expenditures per household on Dining out (Food away from home),3442.22,
Consumer expenditures per household on Education,1495.39,
Consumer expenditures per household on Entertainment / Recreation,3685.26,
Consumer expenditures per household on Club membership fees,267.38,
Consumer expenditures per household on Dating services,0.73,
Consumer expenditures per household on Pet food,345.54,
Consumer expenditures per household on Pet services,93.98,
Consumer expenditures per household on Food consumed at home,6561.61,
Consumer expenditures per household on Bakery products consumed at home,846.2,
Consumer expenditures per household on Dairy products consumed at home,622.64,
Consumer expenditures per household on Fruits and vegetables consumed at home,1269.85,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1408.45,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,678.95,
Consumer expenditures per household on Snacks and other food products consumed at home,2414.46,
Consumer expenditures per household on Health Care,7297.32,
Consumer expenditures per household on Medical services,1437.78,
Consumer expenditures per household on Nonprescription drugs,168.06,
Consumer expenditures per household on Household Services,2475.6,
Consumer expenditures per household on Care for the elderly and handicapped,31.27,
Consumer expenditures per household on Lawn and garden services,652.24,
Consumer expenditures per household on Housekeeping services,202.92,
Consumer expenditures per household on PC repair,5.21,
Consumer expenditures per household on Housing,28478.27,
Consumer expenditures per household on Home improvements,5119.44,
"Consumer expenditures per household on Utilities, fuel, and public services",5575.06,
Consumer expenditures per household on Phone services,1790.95,
Consumer expenditures per household on Water,873.81,
Consumer expenditures per household on Life and other insurance,621,
Consumer expenditures per household on Pensions and social security,9261.78,
Consumer expenditures per household on Personal Care Products and Services,862.78,
Consumer expenditures per household on Hair care products,95.59,
Consumer expenditures per household on Personal care products,367.36,
Consumer expenditures per household on Local Transportation,10234.3,
Consumer expenditures per household on Gasoline,2963.02,
Consumer expenditures per household on Vehicle maintenance and repair,1363.61,
Consumer expenditures per household on Travel,2640.99,
Consumer expenditures per household on Airline fares,518.85,
Consumer expenditures per household on Auto/Truck rental on trips,102.21,
Consumer expenditures per household on Lodging on trips,864.26,
Consumer expenditures per household on Food and drink on trips,655.42,
Consumer expenditures per household on Entertainment on trips,159.51,
Consumer expenditures per household on Child Care,461.75,
Consumer expenditures per household on Day Care/Nursery & Preschools,336.76,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,124.98,
