Name,Value,MOE
Median household income,71149,286
Average income,96299,550
Percent high school degree or higher,91.9,0.1
Percent Bachelor's degree or higher,31.8,0.2
Average household size,2.43,
Percent in poverty,13.1,0.1
Percent population 16 years and over in labor force,61.4,0.1
Percent employed,57.8,0.1
Percent disabled,14.2,0.1
Percent with health coverage,95,0.1
Percent of all workers 16 and over who commute to work,88,0.1
Percent who drive alone to work,75.6,0.1
Percent who carpool to work,8,0.1
Percent who use public transportation to commute to work,1,0
Percent who walk to work,2,0
Percent who use other means to commute to work,1.3,0
Percent who work from home,12,0.1
Average travel time to work (mins),24.4,0.1
Percent with no vehicles available,7.1,0.1
Percent with 1 vehicle available,34.5,0.2
Percent with 2 or more vehicles available,58.4,0.2
Percent veterans,6.1,0.1
Percent foreign born,7,
Percent speaking Spanish at home,3,0
Percent speaking other Indo-European languages at home,3,0.1
Percent speaking other Asian and Pacific Island languages at home,1.7,0
