Name,Value,MOE
Total number of employer and nonemployer businesses,1878264,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,372060,
White-owned non-employer businesses,1206850,
Black-owned non-employer businesses,242720,
American Indian- and Alaska Native-owned employer businesses,16510,
Asian-owned non-employer businesses,67090,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,1530,
Hispanic-owned non-employer businesses,58250,
Female-owned non-employer businesses,671630,
Male-owned non-employer businesses,803900,
Veteran-owned non-employer businesses,62840,
