Name,Value,MOE
Total number of employer and nonemployer businesses,398939,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,35200,
White-owned non-employer businesses,293740,
Black-owned non-employer businesses,3810,
American Indian- and Alaska Native-owned employer businesses,4440,
Asian-owned non-employer businesses,7170,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,960,
Hispanic-owned non-employer businesses,21220,
Female-owned non-employer businesses,131140,
Male-owned non-employer businesses,161720,
Veteran-owned non-employer businesses,20000,
