Name,Value,MOE
All Employer establishments (Total),50166,
All Nonemployer firms,118212,
Total employment of employers,684641,
"Total annual payroll of employers ($1,000)",40708894,
"Total revenue of employers ($1,000)",320029038,
"Revenue of nonemployer firms ($1,000)",7557928,
Establishment Entrants,4092,
Establishment Exits,3926,
All Employer firms (Total),35780,
Firms Age 0 (startups),2428,
Firms Age 1-5 Years,7343,
Firms Age 6-10 Year,5830,
Firms Age 11+ Years,15608,
Firms born before 1977,4570,
Firms with 1 to 19 employees,15949,
Firms with 20 to 499 employees,2273,
Firms with 500 or more employees,22,
"Total revenue of employers ($1,000) for Islands",n/a,
