Name,Value,MOE
All Employer establishments (Total),25098,
Average employment per employer,14,
Establishments with less than 5 employees,13209,
Establishments with 5 to 9 employees,4774,
Average payroll per employee,59459,
Establishments with 10 to 19 employees,3636,
Establishments with 20 to 49 employees,2325,
Establishments with 50 to 99 employees,675,
Population per employer,31,
Establishments with 100 to 249 employees,331,
Establishments with 250 to 499 employees,117,
Establishments with 500 to 999 employees,21,
"Establishments with 1,000 employees or more",10,
Total employment of employers,342345,
"Total annual payroll of employers ($1,000)",20355440,
Number of farm operations (Ag only),18329,
Total contract and hired labor expense (Ag only),n/a,
Total operating expense (Ag only),5839063000,
Establishment Entrants,2046,
Establishment Exits,1963,
All Employer firms (Total),17702,
Firms Age 0 (startups),1214,
Firms Age 1-5 Years,3669,
Firms Age 6-10 Year,2909,
Firms Age 11+ Years,7736,
Firms born before 1977,2174,
Firms with 1 to 19 employees,15949,
Firms with 20 to 499 employees,2273,
Firms with 500 or more employees,22,
