Name,Value,MOE
Median household income,75949,1002
Average income,100487,1525
Percent high school degree or higher,93.8,0.3
Percent Bachelor's degree or higher,32.3,0.5
Average household size,2.31,
Percent in poverty,10.6,0.4
Percent population 16 years and over in labor force,69,0.4
Percent employed,65.9,0.4
Percent disabled,11.8,0.3
Percent with health coverage,93.3,0.3
Percent of all workers 16 and over who commute to work,92.7,0.6
Percent who drive alone to work,79.1,0.5
Percent who carpool to work,8.6,0.4
Percent who use public transportation to commute to work,0.4,0.1
Percent who walk to work,3.2,0.2
Percent who use other means to commute to work,1.4,0.2
Percent who work from home,7.3,0.4
Average travel time to work (mins),18,0.3
Percent with no vehicles available,5.6,0.4
Percent with 1 vehicle available,29.4,0.6
Percent with 2 or more vehicles available,65,0.9
Percent veterans,7.4,0.2
Percent foreign born,4.5,
Percent speaking Spanish at home,2,0.2
Percent speaking other Indo-European languages at home,2,0.2
Percent speaking other Asian and Pacific Island languages at home,0.9,0.1
