Name,Value,MOE
Total consumer expenditures per household ,102850.81,
Consumer expenditures per household on Alcoholic beverages,674.06,
Consumer expenditures per household on Alcoholic beverages consumed at home,410.32,
Consumer expenditures per household on Apparel & services,2468.18,
Consumer expenditures per household on Men's Apparel,461.22,
Consumer expenditures per household on Women's Apparel,822.3,
Consumer expenditures per household on Children's Apparel,385.78,
Consumer expenditures per household on Boys' Apparel,143.09,
Consumer expenditures per household on Girls' Apparel,141.01,
Consumer expenditures per household on Footware,518.61,
Consumer expenditures per household on Dining out (Food away from home),4069.59,
Consumer expenditures per household on Education,1807.68,
Consumer expenditures per household on Entertainment / Recreation,4311.26,
Consumer expenditures per household on Club membership fees,319.28,
Consumer expenditures per household on Dating services,0.84,
Consumer expenditures per household on Pet food,390.35,
Consumer expenditures per household on Pet services,113.24,
Consumer expenditures per household on Food consumed at home,7569.97,
Consumer expenditures per household on Bakery products consumed at home,975.16,
Consumer expenditures per household on Dairy products consumed at home,721.05,
Consumer expenditures per household on Fruits and vegetables consumed at home,1482.38,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1620.39,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,771.31,
Consumer expenditures per household on Snacks and other food products consumed at home,2770.99,
Consumer expenditures per household on Health Care,8220.81,
Consumer expenditures per household on Medical services,1667.74,
Consumer expenditures per household on Nonprescription drugs,189.54,
Consumer expenditures per household on Household Services,2890.16,
Consumer expenditures per household on Care for the elderly and handicapped,35.44,
Consumer expenditures per household on Lawn and garden services,742.52,
Consumer expenditures per household on Housekeeping services,245.82,
Consumer expenditures per household on PC repair,6.01,
Consumer expenditures per household on Housing,33539.36,
Consumer expenditures per household on Home improvements,5996.01,
"Consumer expenditures per household on Utilities, fuel, and public services",6254.3,
Consumer expenditures per household on Phone services,2021.54,
Consumer expenditures per household on Water,994.94,
Consumer expenditures per household on Life and other insurance,716.12,
Consumer expenditures per household on Pensions and social security,11098.39,
Consumer expenditures per household on Personal Care Products and Services,1022.66,
Consumer expenditures per household on Hair care products,112.21,
Consumer expenditures per household on Personal care products,444.35,
Consumer expenditures per household on Local Transportation,11661.37,
Consumer expenditures per household on Gasoline,3340.23,
Consumer expenditures per household on Vehicle maintenance and repair,1568.01,
Consumer expenditures per household on Travel,3158.53,
Consumer expenditures per household on Airline fares,644.92,
Consumer expenditures per household on Auto/Truck rental on trips,122.14,
Consumer expenditures per household on Lodging on trips,1021.99,
Consumer expenditures per household on Food and drink on trips,779.13,
Consumer expenditures per household on Entertainment on trips,191.47,
Consumer expenditures per household on Child Care,573.04,
Consumer expenditures per household on Day Care/Nursery & Preschools,416.62,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,156.42,
