Name,Value,MOE
Total number of employer and nonemployer businesses,1078512,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,160070,
White-owned non-employer businesses,721450,
Black-owned non-employer businesses,88090,
American Indian- and Alaska Native-owned employer businesses,8810,
Asian-owned non-employer businesses,38360,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,880,
Hispanic-owned non-employer businesses,31100,
Female-owned non-employer businesses,345460,
Male-owned non-employer businesses,476100,
Veteran-owned non-employer businesses,40240,
