Name,Value,MOE
All Employer establishments (Total),154314,
Average employment per employer,18,
Establishments with less than 5 employees,83416,
Establishments with 5 to 9 employees,27065,
Average payroll per employee,65004,
Establishments with 10 to 19 employees,20404,
Establishments with 20 to 49 employees,14502,
Establishments with 50 to 99 employees,4827,
Population per employer,37,
Establishments with 100 to 249 employees,2839,
Establishments with 250 to 499 employees,804,
Establishments with 500 to 999 employees,261,
"Establishments with 1,000 employees or more",196,
Total employment of employers,2732522,
"Total annual payroll of employers ($1,000)",177625553,
Number of farm operations (Ag only),47891,
Total contract and hired labor expense (Ag only),31798000,
Total operating expense (Ag only),8259656000,
Establishment Entrants,13180,
Establishment Exits,12196,
All Employer firms (Total),103571,
Firms Age 0 (startups),7519,
Firms Age 1-5 Years,22767,
Firms Age 6-10 Year,15084,
Firms Age 11+ Years,48560,
Firms born before 1977,9641,
Firms with 1 to 19 employees,91623,
Firms with 20 to 499 employees,14051,
Firms with 500 or more employees,298,
