Name,Value,MOE
Total population,5713716,
Percent male,50.1,
Percent female,49.9,
Percent under 5 years,5.9,
Percent under 18 years,23.1,
Percent 18 years and over ,76.9,
Percent 21 years and over,73.1,
Percent working age (25 to 64 years),51.4,
Percent 65 years and over,16.8,
Median age,38.6,0.2
Percent White,78.35,
Percent Black or African American,6.8,
Percent American Indian and Alaska Native,0.89,
Percent Asian,5.06,
Percent Native Hawaiian and Other Pacific Islander,0.04,
Percent some other race,2.65,
Percent two or more races,6.2,
Percent Hispanic (of any race),6.19,
