Name,Value,MOE
All Employer establishments (Total),142481,
Average employment per employer,17,
Establishments with less than 5 employees,77091,
Establishments with 5 to 9 employees,24911,
Average payroll per employee,65459,
Establishments with 10 to 19 employees,18337,
Establishments with 20 to 49 employees,13682,
Establishments with 50 to 99 employees,4814,
Population per employer,43,
Establishments with 100 to 249 employees,2650,
Establishments with 250 to 499 employees,642,
Establishments with 500 to 999 employees,223,
"Establishments with 1,000 employees or more",131,
Total employment of employers,2436501,
"Total annual payroll of employers ($1,000)",159490571,
Number of farm operations (Ag only),6648,
Total contract and hired labor expense (Ag only),10856000,
Total operating expense (Ag only),755244000,
Establishment Entrants,13767,
Establishment Exits,12229,
All Employer firms (Total),99972,
Firms Age 0 (startups),7964,
Firms Age 1-5 Years,23430,
Firms Age 6-10 Year,15199,
Firms Age 11+ Years,46174,
Firms born before 1977,7205,
Firms with 1 to 19 employees,88128,
Firms with 20 to 499 employees,13462,
Firms with 500 or more employees,253,
