Name,Value,MOE
All Employer establishments (Total),284813,
All Nonemployer firms,1172654,
Total employment of employers,4872743,
"Total annual payroll of employers ($1,000)",318969055,
"Total revenue of employers ($1,000)",1460064485,
"Revenue of nonemployer firms ($1,000)",59364846,
Establishment Entrants,27534,
Establishment Exits,24458,
All Employer firms (Total),201450,
Firms Age 0 (startups),15932,
Firms Age 1-5 Years,46889,
Firms Age 6-10 Year,30434,
Firms Age 11+ Years,92991,
Firms born before 1977,15203,
Firms with 1 to 19 employees,88128,
Firms with 20 to 499 employees,13462,
Firms with 500 or more employees,253,
"Total revenue of employers ($1,000) for Islands",n/a,
