Name,Value,MOE
Total number of employer and nonemployer businesses,1296200,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,570780,
White-owned non-employer businesses,614250,
Black-owned non-employer businesses,373320,
American Indian- and Alaska Native-owned employer businesses,9490,
Asian-owned non-employer businesses,109520,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,1590,
Hispanic-owned non-employer businesses,120140,
Female-owned non-employer businesses,496540,
Male-owned non-employer businesses,573460,
Veteran-owned non-employer businesses,55770,
