Name,Value,MOE
All Employer establishments (Total),153767,
Average employment per employer,17,
Establishments with less than 5 employees,83489,
Establishments with 5 to 9 employees,27365,
Average payroll per employee,58312,
Establishments with 10 to 19 employees,19924,
Establishments with 20 to 49 employees,14651,
Establishments with 50 to 99 employees,4722,
Population per employer,40,
Establishments with 100 to 249 employees,2433,
Establishments with 250 to 499 employees,769,
Establishments with 500 to 999 employees,265,
"Establishments with 1,000 employees or more",149,
Total employment of employers,2564383,
"Total annual payroll of employers ($1,000)",149534361,
Number of farm operations (Ag only),40069,
Total contract and hired labor expense (Ag only),30021000,
Total operating expense (Ag only),4316225000,
Establishment Entrants,14305,
Establishment Exits,13566,
All Employer firms (Total),104415,
Firms Age 0 (startups),8784,
Firms Age 1-5 Years,25439,
Firms Age 6-10 Year,15979,
Firms Age 11+ Years,45014,
Firms born before 1977,9199,
Firms with 1 to 19 employees,93142,
Firms with 20 to 499 employees,13374,
Firms with 500 or more employees,281,
