Name,Value,MOE
All Employer establishments (Total),122397,
Average employment per employer,14,
Establishments with less than 5 employees,67390,
Establishments with 5 to 9 employees,23158,
Average payroll per employee,62429,
Establishments with 10 to 19 employees,15914,
Establishments with 20 to 49 employees,10684,
Establishments with 50 to 99 employees,3019,
Population per employer,35,
Establishments with 100 to 249 employees,1585,
Establishments with 250 to 499 employees,424,
Establishments with 500 to 999 employees,146,
"Establishments with 1,000 employees or more",77,
Total employment of employers,1666806,
"Total annual payroll of employers ($1,000)",104057684,
Number of farm operations (Ag only),16692,
Total contract and hired labor expense (Ag only),151146000,
Total operating expense (Ag only),2924291000,
Establishment Entrants,12473,
Establishment Exits,10285,
All Employer firms (Total),88147,
Firms Age 0 (startups),7588,
Firms Age 1-5 Years,23304,
Firms Age 6-10 Year,14145,
Firms Age 11+ Years,37559,
Firms born before 1977,5551,
Firms with 1 to 19 employees,80154,
Firms with 20 to 499 employees,9569,
Firms with 500 or more employees,160,
