Name,Value,MOE
All Employer establishments (Total),244698,
All Nonemployer firms,641556,
Total employment of employers,3333498,
"Total annual payroll of employers ($1,000)",208111846,
"Total revenue of employers ($1,000)",1261276042,
"Revenue of nonemployer firms ($1,000)",36636554,
Establishment Entrants,24946,
Establishment Exits,20570,
All Employer firms (Total),177671,
Firms Age 0 (startups),15175,
Firms Age 1-5 Years,46640,
Firms Age 6-10 Year,28338,
Firms Age 11+ Years,75724,
Firms born before 1977,11792,
Firms with 1 to 19 employees,80154,
Firms with 20 to 499 employees,9569,
Firms with 500 or more employees,160,
"Total revenue of employers ($1,000) for Islands",n/a,
