Name,Value,MOE
All Employer establishments (Total),29195,
Average employment per employer,15,
Establishments with less than 5 employees,16885,
Establishments with 5 to 9 employees,4775,
Average payroll per employee,67498,
Establishments with 10 to 19 employees,3498,
Establishments with 20 to 49 employees,2560,
Establishments with 50 to 99 employees,849,
Population per employer,34,
Establishments with 100 to 249 employees,479,
Establishments with 250 to 499 employees,84,
Establishments with 500 to 999 employees,40,
"Establishments with 1,000 employees or more",25,
Total employment of employers,424303,
"Total annual payroll of employers ($1,000)",28639674,
Number of farm operations (Ag only),1062,
Total contract and hired labor expense (Ag only),n/a,
Total operating expense (Ag only),225936000,
Establishment Entrants,3282,
Establishment Exits,2634,
All Employer firms (Total),20647,
Firms Age 0 (startups),2268,
Firms Age 1-5 Years,5850,
Firms Age 6-10 Year,2720,
Firms Age 11+ Years,7810,
Firms born before 1977,1999,
Firms with 1 to 19 employees,18304,
Firms with 20 to 499 employees,2753,
Firms with 500 or more employees,50,
