Name,Value,MOE
Median household income,82855,1234
Average income,109519,1394
Percent high school degree or higher,91.4,0.3
Percent Bachelor's degree or higher,35.3,0.6
Average household size,2.48,
Percent in poverty,10.7,0.5
Percent population 16 years and over in labor force,62.3,0.3
Percent employed,58.7,0.4
Percent disabled,13.9,0.3
Percent with health coverage,93.8,0.3
Percent of all workers 16 and over who commute to work,86.7,0.8
Percent who drive alone to work,73.4,0.6
Percent who carpool to work,7.9,0.5
Percent who use public transportation to commute to work,1.8,0.2
Percent who walk to work,2,0.2
Percent who use other means to commute to work,1.5,0.2
Percent who work from home,13.3,0.5
Average travel time to work (mins),26.1,0.4
Percent with no vehicles available,6,0.4
Percent with 1 vehicle available,34.3,0.8
Percent with 2 or more vehicles available,59.6,0.8
Percent veterans,7.8,0.2
Percent foreign born,10.4,
Percent speaking Spanish at home,7.8,0.2
Percent speaking other Indo-European languages at home,3.5,0.2
Percent speaking other Asian and Pacific Island languages at home,2.2,0.1
