Name,Value,MOE
All Employer establishments (Total),153748,
Average employment per employer,19,
Establishments with less than 5 employees,77496,
Establishments with 5 to 9 employees,29572,
Average payroll per employee,54945,
Establishments with 10 to 19 employees,21034,
Establishments with 20 to 49 employees,15918,
Establishments with 50 to 99 employees,5268,
Population per employer,44,
Establishments with 100 to 249 employees,3078,
Establishments with 250 to 499 employees,847,
Establishments with 500 to 999 employees,337,
"Establishments with 1,000 employees or more",198,
Total employment of employers,2875908,
"Total annual payroll of employers ($1,000)",158017872,
Number of farm operations (Ag only),36195,
Total contract and hired labor expense (Ag only),28055000,
Total operating expense (Ag only),5801852000,
Establishment Entrants,13445,
Establishment Exits,11840,
All Employer firms (Total),101328,
Firms Age 0 (startups),8071,
Firms Age 1-5 Years,22922,
Firms Age 6-10 Year,14202,
Firms Age 11+ Years,45892,
Firms born before 1977,10241,
Firms with 1 to 19 employees,88832,
Firms with 20 to 499 employees,14647,
Firms with 500 or more employees,373,
