Name,Value,MOE
Median household income,70051,293
Average income,92643,557
Percent high school degree or higher,90.2,0.1
Percent Bachelor's degree or higher,28.8,0.2
Average household size,2.47,
Percent in poverty,12.2,0.2
Percent population 16 years and over in labor force,64,0.2
Percent employed,61.1,0.2
Percent disabled,13.8,0.1
Percent with health coverage,92.4,0.1
Percent of all workers 16 and over who commute to work,90.4,0.2
Percent who drive alone to work,77.3,0.2
Percent who carpool to work,9.2,0.1
Percent who use public transportation to commute to work,0.7,0
Percent who walk to work,2,0.1
Percent who use other means to commute to work,1.3,0.1
Percent who work from home,9.6,0.2
Average travel time to work (mins),24,0.2
Percent with no vehicles available,6.2,0.1
Percent with 1 vehicle available,31.9,0.2
Percent with 2 or more vehicles available,61.9,0.3
Percent veterans,6.5,0.1
Percent foreign born,5.9,
Percent speaking Spanish at home,5.2,0.1
Percent speaking other Indo-European languages at home,2.5,0.1
Percent speaking other Asian and Pacific Island languages at home,1.5,0
