Name,Value,MOE
All Employer establishments (Total),167049,
All Nonemployer firms,456266,
Total employment of employers,2772503,
"Total annual payroll of employers ($1,000)",149606229,
"Total revenue of employers ($1,000)",1035459166,
"Revenue of nonemployer firms ($1,000)",25443904,
Establishment Entrants,12878,
Establishment Exits,13144,
All Employer firms (Total),113957,
Firms Age 0 (startups),7495,
Firms Age 1-5 Years,23962,
Firms Age 6-10 Year,15356,
Firms Age 11+ Years,51989,
Firms born before 1977,15153,
Firms with 1 to 19 employees,50821,
Firms with 20 to 499 employees,6984,
Firms with 500 or more employees,156,
"Total revenue of employers ($1,000) for Islands",n/a,
