Name,Value,MOE
Total number of employer and nonemployer businesses,561701,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,48750,
White-owned non-employer businesses,401800,
Black-owned non-employer businesses,19110,
American Indian- and Alaska Native-owned employer businesses,2400,
Asian-owned non-employer businesses,11660,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,360,
Hispanic-owned non-employer businesses,17200,
Female-owned non-employer businesses,178700,
Male-owned non-employer businesses,237640,
Veteran-owned non-employer businesses,24300,
