Name,Value,MOE
Total number of employer and nonemployer businesses,154460,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,11440,
White-owned non-employer businesses,104500,
Black-owned non-employer businesses,1090,
American Indian- and Alaska Native-owned employer businesses,1630,
Asian-owned non-employer businesses,2610,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,90,
Hispanic-owned non-employer businesses,6270,
Female-owned non-employer businesses,44350,
Male-owned non-employer businesses,55990,
Veteran-owned non-employer businesses,7420,
