Name,Value,MOE
All Employer establishments (Total),23196,
Average employment per employer,9,
Establishments with less than 5 employees,14413,
Establishments with 5 to 9 employees,3982,
Average payroll per employee,55684,
Establishments with 10 to 19 employees,2629,
Establishments with 20 to 49 employees,1595,
Establishments with 50 to 99 employees,361,
Population per employer,25,
Establishments with 100 to 249 employees,159,
Establishments with 250 to 499 employees,39,
Establishments with 500 to 999 employees,12,
"Establishments with 1,000 employees or more",6,
Total employment of employers,208024,
"Total annual payroll of employers ($1,000)",11583647,
Number of farm operations (Ag only),3364,
Total contract and hired labor expense (Ag only),n/a,
Total operating expense (Ag only),266964000,
Establishment Entrants,2482,
Establishment Exits,2084,
All Employer firms (Total),16856,
Firms Age 0 (startups),1614,
Firms Age 1-5 Years,4234,
Firms Age 6-10 Year,2402,
Firms Age 11+ Years,7147,
Firms born before 1977,1459,
Firms with 1 to 19 employees,15627,
Firms with 20 to 499 employees,1519,
Firms with 500 or more employees,18,
