Name,Value,MOE
All Employer establishments (Total),46326,
All Nonemployer firms,125502,
Total employment of employers,415842,
"Total annual payroll of employers ($1,000)",23161386,
"Total revenue of employers ($1,000)",147452273,
"Revenue of nonemployer firms ($1,000)",9364184,
Establishment Entrants,4964,
Establishment Exits,4168,
All Employer firms (Total),33932,
Firms Age 0 (startups),3231,
Firms Age 1-5 Years,8472,
Firms Age 6-10 Year,4806,
Firms Age 11+ Years,14368,
Firms born before 1977,3052,
Firms with 1 to 19 employees,15627,
Firms with 20 to 499 employees,1519,
Firms with 500 or more employees,18,
"Total revenue of employers ($1,000) for Islands",n/a,
