Name,Value,MOE
All Employer establishments (Total),516385,
All Nonemployer firms,2351082,
Total employment of employers,8498288,
"Total annual payroll of employers ($1,000)",520010371,
"Total revenue of employers ($1,000)",3036166268,
"Revenue of nonemployer firms ($1,000)",115883854,
Establishment Entrants,56756,
Establishment Exits,49062,
All Employer firms (Total),352862,
Firms Age 0 (startups),37114,
Firms Age 1-5 Years,98959,
Firms Age 6-10 Year,56564,
Firms Age 11+ Years,141323,
Firms born before 1977,18902,
Firms with 1 to 19 employees,157147,
Firms with 20 to 499 employees,20691,
Firms with 500 or more employees,508,
"Total revenue of employers ($1,000) for Islands",n/a,
