Name,Value,MOE
Total population,10822590,
Percent male,48.8,
Percent female,51.2,
Percent under 5 years,5.9,
Percent under 18 years,23.5,
Percent 18 years and over ,76.5,
Percent 21 years and over,72.3,
Percent working age (25 to 64 years),52.4,
Percent 65 years and over,14.6,
Median age,37.4,0.1
Percent White,52.46,
Percent Black or African American,31.34,
Percent American Indian and Alaska Native,0.39,
Percent Asian,4.37,
Percent Native Hawaiian and Other Pacific Islander,0.07,
Percent some other race,4.14,
Percent two or more races,7.23,
Percent Hispanic (of any race),10.7,
