Name,Value,MOE
Total number of employer and nonemployer businesses,185864,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,12290,
White-owned non-employer businesses,133230,
Black-owned non-employer businesses,2740,
American Indian- and Alaska Native-owned employer businesses,4640,
Asian-owned non-employer businesses,1830,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,60,
Hispanic-owned non-employer businesses,3390,
Female-owned non-employer businesses,56000,
Male-owned non-employer businesses,78260,
Veteran-owned non-employer businesses,11600,
