Name,Value,MOE
All Employer establishments (Total),418301,
All Nonemployer firms,1445124,
Total employment of employers,6989688,
"Total annual payroll of employers ($1,000)",468918148,
"Total revenue of employers ($1,000)",2335483002,
"Revenue of nonemployer firms ($1,000)",73846424,
Establishment Entrants,40244,
Establishment Exits,36446,
All Employer firms (Total),287870,
Firms Age 0 (startups),24365,
Firms Age 1-5 Years,70768,
Firms Age 6-10 Year,44709,
Firms Age 11+ Years,128160,
Firms born before 1977,19868,
Firms with 1 to 19 employees,127192,
Firms with 20 to 499 employees,18187,
Firms with 500 or more employees,391,
"Total revenue of employers ($1,000) for Islands",n/a,
