Name,Value,MOE
All Employer establishments (Total),181963,
Average employment per employer,14,
Establishments with less than 5 employees,109181,
Establishments with 5 to 9 employees,28981,
Average payroll per employee,68136,
Establishments with 10 to 19 employees,20822,
Establishments with 20 to 49 employees,14791,
Establishments with 50 to 99 employees,4591,
Population per employer,32,
Establishments with 100 to 249 employees,2566,
Establishments with 250 to 499 employees,632,
Establishments with 500 to 999 employees,244,
"Establishments with 1,000 employees or more",155,
Total employment of employers,2481196,
"Total annual payroll of employers ($1,000)",169057790,
Number of farm operations (Ag only),16010,
Total contract and hired labor expense (Ag only),38690000,
Total operating expense (Ag only),1963182000,
Establishment Entrants,19704,
Establishment Exits,17720,
All Employer firms (Total),127507,
Firms Age 0 (startups),12302,
Firms Age 1-5 Years,37069,
Firms Age 6-10 Year,21684,
Firms Age 11+ Years,50736,
Firms born before 1977,5716,
Firms with 1 to 19 employees,115742,
Firms with 20 to 499 employees,13708,
Firms with 500 or more employees,279,
