Name,Value,MOE
Beginning of Quarter Employment - All worker ages,1006322,
Beginning of Quarter Employment - Worker age 14-18,38733,
Beginning of Quarter Employment - Worker age 19-21,54035,
Beginning of Quarter Employment - Worker age 22-24,60651,
Beginning of Quarter Employment - Worker age 25-34,203897,
Beginning of Quarter Employment - Worker age 35-44,220861,
Beginning of Quarter Employment - Worker age 45-54,189405,
Beginning of Quarter Employment - Worker age 55-64,158488,
Beginning of Quarter Employment - Worker age 65-99,80252,
All Hires - All educational attainment,143831,
All Hires - Less than High School education,15725,
All Hires - High School education,28446,
All Hires - Associates degree (some college),32226,
All Hires - Bachelor's degree or higher,24820,
Separations,n/a,
Firm Job Gains,n/a,
Firm Job Loss,n/a,
Firm Job Change,n/a,
Average Monthly Earnings ($),n/a,
