Name,Value,MOE
All Employer establishments (Total),112584,
All Nonemployer firms,300240,
Total employment of employers,1780028,
"Total annual payroll of employers ($1,000)",100901175,
"Total revenue of employers ($1,000)",764854158,
"Revenue of nonemployer firms ($1,000)",17022202,
Establishment Entrants,9010,
Establishment Exits,8456,
All Employer firms (Total),80451,
Firms Age 0 (startups),5626,
Firms Age 1-5 Years,17600,
Firms Age 6-10 Year,11707,
Firms Age 11+ Years,36300,
Firms born before 1977,9214,
Firms with 1 to 19 employees,35761,
Firms with 20 to 499 employees,4979,
Firms with 500 or more employees,120,
"Total revenue of employers ($1,000) for Islands",n/a,
