Name,Value,MOE
Total number of employer and nonemployer businesses,371029,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,46250,
White-owned non-employer businesses,260230,
Black-owned non-employer businesses,14590,
American Indian- and Alaska Native-owned employer businesses,2810,
Asian-owned non-employer businesses,9910,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,270,
Hispanic-owned non-employer businesses,21040,
Female-owned non-employer businesses,117020,
Male-owned non-employer businesses,156780,
Veteran-owned non-employer businesses,17940,
