Name,Value,MOE
Total consumer expenditures per household ,84249.43,
Consumer expenditures per household on Alcoholic beverages,541.63,
Consumer expenditures per household on Alcoholic beverages consumed at home,332.36,
Consumer expenditures per household on Apparel & services,1973.52,
Consumer expenditures per household on Men's Apparel,367.29,
Consumer expenditures per household on Women's Apparel,671.53,
Consumer expenditures per household on Children's Apparel,303.76,
Consumer expenditures per household on Boys' Apparel,112.75,
Consumer expenditures per household on Girls' Apparel,110.53,
Consumer expenditures per household on Footware,413.34,
Consumer expenditures per household on Dining out (Food away from home),3276.62,
Consumer expenditures per household on Education,1409.38,
Consumer expenditures per household on Entertainment / Recreation,3545.24,
Consumer expenditures per household on Club membership fees,249.3,
Consumer expenditures per household on Dating services,0.69,
Consumer expenditures per household on Pet food,335.63,
Consumer expenditures per household on Pet services,91.38,
Consumer expenditures per household on Food consumed at home,6254.29,
Consumer expenditures per household on Bakery products consumed at home,806.14,
Consumer expenditures per household on Dairy products consumed at home,599.27,
Consumer expenditures per household on Fruits and vegetables consumed at home,1216.72,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1336.95,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,640.71,
Consumer expenditures per household on Snacks and other food products consumed at home,2295.21,
Consumer expenditures per household on Health Care,6952.98,
Consumer expenditures per household on Medical services,1388.22,
Consumer expenditures per household on Nonprescription drugs,160.65,
Consumer expenditures per household on Household Services,2364.46,
Consumer expenditures per household on Care for the elderly and handicapped,31.56,
Consumer expenditures per household on Lawn and garden services,626.55,
Consumer expenditures per household on Housekeeping services,198.61,
Consumer expenditures per household on PC repair,5.03,
Consumer expenditures per household on Housing,27344.11,
Consumer expenditures per household on Home improvements,4982.05,
"Consumer expenditures per household on Utilities, fuel, and public services",5259.78,
Consumer expenditures per household on Phone services,1688.91,
Consumer expenditures per household on Water,829.74,
Consumer expenditures per household on Life and other insurance,588.4,
Consumer expenditures per household on Pensions and social security,8826.33,
Consumer expenditures per household on Personal Care Products and Services,828.24,
Consumer expenditures per household on Hair care products,91.32,
Consumer expenditures per household on Personal care products,355.93,
Consumer expenditures per household on Local Transportation,9705.84,
Consumer expenditures per household on Gasoline,2812.53,
Consumer expenditures per household on Vehicle maintenance and repair,1309.8,
Consumer expenditures per household on Travel,2555.97,
Consumer expenditures per household on Airline fares,510.43,
Consumer expenditures per household on Auto/Truck rental on trips,97.39,
Consumer expenditures per household on Lodging on trips,831.38,
Consumer expenditures per household on Food and drink on trips,632.84,
Consumer expenditures per household on Entertainment on trips,151.95,
Consumer expenditures per household on Child Care,435.02,
Consumer expenditures per household on Day Care/Nursery & Preschools,316.47,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,118.55,
