Name,Value,MOE
Total population,1105072,
Percent male,50.7,
Percent female,49.3,
Percent under 5 years,5.3,
Percent under 18 years,21.3,
Percent 18 years and over ,78.7,
Percent 21 years and over,74.9,
Percent working age (25 to 64 years),50,
Percent 65 years and over,19.7,
Median age,40.2,0.2
Percent White,85.68,
Percent Black or African American,0.54,
Percent American Indian and Alaska Native,5.71,
Percent Asian,0.83,
Percent Native Hawaiian and Other Pacific Islander,0.04,
Percent some other race,1.21,
Percent two or more races,5.98,
Percent Hispanic (of any race),4.39,
