Name,Value,MOE
All Employer establishments (Total),83999,
All Nonemployer firms,211868,
Total employment of employers,797701,
"Total annual payroll of employers ($1,000)",40202380,
"Total revenue of employers ($1,000)",256224104,
"Revenue of nonemployer firms ($1,000)",12441860,
Establishment Entrants,8354,
Establishment Exits,6900,
All Employer firms (Total),60860,
Firms Age 0 (startups),5424,
Firms Age 1-5 Years,15001,
Firms Age 6-10 Year,8956,
Firms Age 11+ Years,26768,
Firms born before 1977,4710,
Firms with 1 to 19 employees,27972,
Firms with 20 to 499 employees,2735,
Firms with 500 or more employees,18,
"Total revenue of employers ($1,000) for Islands",n/a,
