Name,Value,MOE
Median household income,69922,768
Average income,94544,1197
Percent high school degree or higher,94.6,0.2
Percent Bachelor's degree or higher,34.5,0.4
Average household size,2.38,
Percent in poverty,12,0.3
Percent population 16 years and over in labor force,62.8,0.3
Percent employed,60,0.4
Percent disabled,14.3,0.3
Percent with health coverage,91.6,0.3
Percent of all workers 16 and over who commute to work,88.4,0.7
Percent who drive alone to work,72,0.6
Percent who carpool to work,9.6,0.3
Percent who use public transportation to commute to work,0.6,0.1
Percent who walk to work,4,0.2
Percent who use other means to commute to work,2.2,0.2
Percent who work from home,11.6,0.4
Average travel time to work (mins),19.2,0.3
Percent with no vehicles available,4.6,0.2
Percent with 1 vehicle available,27,0.5
Percent with 2 or more vehicles available,68.5,0.8
Percent veterans,9.4,0.2
Percent foreign born,2.3,
Percent speaking Spanish at home,1.4,0.1
Percent speaking other Indo-European languages at home,1.4,0.1
Percent speaking other Asian and Pacific Island languages at home,0.6,0.1
