Name,Value,MOE
All Employer establishments (Total),42015,
Average employment per employer,9,
Establishments with less than 5 employees,25740,
Establishments with 5 to 9 employees,7377,
Average payroll per employee,50396,
Establishments with 10 to 19 employees,4777,
Establishments with 20 to 49 employees,2933,
Establishments with 50 to 99 employees,755,
Population per employer,26,
Establishments with 100 to 249 employees,319,
Establishments with 250 to 499 employees,88,
Establishments with 500 to 999 employees,12,
"Establishments with 1,000 employees or more",14,
Total employment of employers,398871,
"Total annual payroll of employers ($1,000)",20101686,
Number of farm operations (Ag only),11032,
Total contract and hired labor expense (Ag only),13058000,
Total operating expense (Ag only),1498606000,
Establishment Entrants,4177,
Establishment Exits,3450,
All Employer firms (Total),30228,
Firms Age 0 (startups),2712,
Firms Age 1-5 Years,7493,
Firms Age 6-10 Year,4472,
Firms Age 11+ Years,13301,
Firms born before 1977,2250,
Firms with 1 to 19 employees,27972,
Firms with 20 to 499 employees,2735,
Firms with 500 or more employees,18,
