Name,Value,MOE
Total consumer expenditures per household ,120275.42,
Consumer expenditures per household on Alcoholic beverages,841.56,
Consumer expenditures per household on Alcoholic beverages consumed at home,524.33,
Consumer expenditures per household on Apparel & services,2930.39,
Consumer expenditures per household on Men's Apparel,533.25,
Consumer expenditures per household on Women's Apparel,983.68,
Consumer expenditures per household on Children's Apparel,422.9,
Consumer expenditures per household on Boys' Apparel,166.66,
Consumer expenditures per household on Girls' Apparel,150.06,
Consumer expenditures per household on Footware,618.32,
Consumer expenditures per household on Dining out (Food away from home),4940.54,
Consumer expenditures per household on Education,2167.54,
Consumer expenditures per household on Entertainment / Recreation,4901.09,
Consumer expenditures per household on Club membership fees,359.88,
Consumer expenditures per household on Dating services,1.04,
Consumer expenditures per household on Pet food,428.27,
Consumer expenditures per household on Pet services,139.45,
Consumer expenditures per household on Food consumed at home,8956.47,
Consumer expenditures per household on Bakery products consumed at home,1143.67,
Consumer expenditures per household on Dairy products consumed at home,849.85,
Consumer expenditures per household on Fruits and vegetables consumed at home,1845.96,
"Consumer expenditures per household on Meat, poultry, fish, and eggs consumed at home",1937.33,
Consumer expenditures per household on Nonalcoholic beverages consumed at home,877.18,
Consumer expenditures per household on Snacks and other food products consumed at home,3179.67,
Consumer expenditures per household on Health Care,8599.17,
Consumer expenditures per household on Medical services,1761.23,
Consumer expenditures per household on Nonprescription drugs,192.14,
Consumer expenditures per household on Household Services,3345.17,
Consumer expenditures per household on Care for the elderly and handicapped,61.21,
Consumer expenditures per household on Lawn and garden services,789.39,
Consumer expenditures per household on Housekeeping services,316.91,
Consumer expenditures per household on PC repair,7.94,
Consumer expenditures per household on Housing,41319.42,
Consumer expenditures per household on Home improvements,6584.37,
"Consumer expenditures per household on Utilities, fuel, and public services",6818.96,
Consumer expenditures per household on Phone services,2232.72,
Consumer expenditures per household on Water,1188.79,
Consumer expenditures per household on Life and other insurance,765.83,
Consumer expenditures per household on Pensions and social security,13127.78,
Consumer expenditures per household on Personal Care Products and Services,1265.02,
Consumer expenditures per household on Hair care products,131.42,
Consumer expenditures per household on Personal care products,566.8,
Consumer expenditures per household on Local Transportation,12863.75,
Consumer expenditures per household on Gasoline,3765.6,
Consumer expenditures per household on Vehicle maintenance and repair,1736.63,
Consumer expenditures per household on Travel,3788.99,
Consumer expenditures per household on Airline fares,855.36,
Consumer expenditures per household on Auto/Truck rental on trips,141.28,
Consumer expenditures per household on Lodging on trips,1209.06,
Consumer expenditures per household on Food and drink on trips,917.34,
Consumer expenditures per household on Entertainment on trips,218.79,
Consumer expenditures per household on Child Care,701.55,
Consumer expenditures per household on Day Care/Nursery & Preschools,463.52,
Consumer expenditures per household on Babysitting/Child Care in Own/Other Home,238.03,
