Name,Value,MOE
All Employer establishments (Total),474714,
All Nonemployer firms,1713542,
Total employment of employers,7627064,
"Total annual payroll of employers ($1,000)",551372927,
"Total revenue of employers ($1,000)",3232717406,
"Revenue of nonemployer firms ($1,000)",118183604,
Establishment Entrants,50414,
Establishment Exits,40696,
All Employer firms (Total),349284,
Firms Age 0 (startups),29760,
Firms Age 1-5 Years,82963,
Firms Age 6-10 Year,55041,
Firms Age 11+ Years,154857,
Firms born before 1977,26662,
Firms with 1 to 19 employees,155538,
Firms with 20 to 499 employees,20173,
Firms with 500 or more employees,463,
"Total revenue of employers ($1,000) for Islands",n/a,
