Name,Value,MOE
All Employer establishments (Total),237499,
Average employment per employer,16,
Establishments with less than 5 employees,135149,
Establishments with 5 to 9 employees,41554,
Average payroll per employee,72291,
Establishments with 10 to 19 employees,28519,
Establishments with 20 to 49 employees,19692,
Establishments with 50 to 99 employees,6932,
Population per employer,39,
Establishments with 100 to 249 employees,3932,
Establishments with 250 to 499 employees,1025,
Establishments with 500 to 999 employees,407,
"Establishments with 1,000 employees or more",289,
Total employment of employers,3813702,
"Total annual payroll of employers ($1,000)",275696056,
Number of farm operations (Ag only),5974,
Total contract and hired labor expense (Ag only),25724000,
Total operating expense (Ag only),816372000,
Establishment Entrants,25207,
Establishment Exits,20348,
All Employer firms (Total),173689,
Firms Age 0 (startups),14877,
Firms Age 1-5 Years,41465,
Firms Age 6-10 Year,27491,
Firms Age 11+ Years,77070,
Firms born before 1977,12786,
Firms with 1 to 19 employees,155538,
Firms with 20 to 499 employees,20173,
Firms with 500 or more employees,463,
