Name,Value,MOE
Total number of employer and nonemployer businesses,1947880,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,630140,
White-owned non-employer businesses,1127720,
Black-owned non-employer businesses,211360,
American Indian- and Alaska Native-owned employer businesses,10330,
Asian-owned non-employer businesses,185870,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,2550,
Hispanic-owned non-employer businesses,294170,
Female-owned non-employer businesses,598910,
Male-owned non-employer businesses,868020,
Veteran-owned non-employer businesses,36850,
