Name,Value,MOE
Median household income,101050,527
Average income,140299,715
Percent high school degree or higher,90.7,0.1
Percent Bachelor's degree or higher,42.9,0.2
Average household size,2.61,
Percent in poverty,9.8,0.2
Percent population 16 years and over in labor force,66.3,0.1
Percent employed,62.1,0.1
Percent disabled,10.6,0.1
Percent with health coverage,92.6,0.1
Percent of all workers 16 and over who commute to work,85,0.3
Percent who drive alone to work,63.7,0.2
Percent who carpool to work,7.7,0.1
Percent who use public transportation to commute to work,8.5,0.1
Percent who walk to work,2.6,0.1
Percent who use other means to commute to work,2.4,0.1
Percent who work from home,15,0.2
Average travel time to work (mins),30.9,0.2
Percent with no vehicles available,11.3,0.1
Percent with 1 vehicle available,34.7,0.2
Percent with 2 or more vehicles available,54,0.2
Percent veterans,4,0.1
Percent foreign born,23.5,
Percent speaking Spanish at home,17,0.1
Percent speaking other Indo-European languages at home,8.7,0.1
Percent speaking other Asian and Pacific Island languages at home,5,0.1
