Name,Value,MOE
Total number of employer and nonemployer businesses,957732,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,105000,
White-owned non-employer businesses,663700,
Black-owned non-employer businesses,47870,
American Indian- and Alaska Native-owned employer businesses,7790,
Asian-owned non-employer businesses,22790,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,580,
Hispanic-owned non-employer businesses,31960,
Female-owned non-employer businesses,305590,
Male-owned non-employer businesses,412290,
Veteran-owned non-employer businesses,39850,
