Name,Value,MOE
Total number of employer and nonemployer businesses,760491,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,177280,
White-owned non-employer businesses,501300,
Black-owned non-employer businesses,45740,
American Indian- and Alaska Native-owned employer businesses,64170,
Asian-owned non-employer businesses,25850,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,940,
Hispanic-owned non-employer businesses,53050,
Female-owned non-employer businesses,256520,
Male-owned non-employer businesses,334200,
Veteran-owned non-employer businesses,40050,
