Name,Value,MOE
Beginning of Quarter Employment - All worker ages,1636441,
Beginning of Quarter Employment - Worker age 14-18,50040,
Beginning of Quarter Employment - Worker age 19-21,88466,
Beginning of Quarter Employment - Worker age 22-24,101562,
Beginning of Quarter Employment - Worker age 25-34,343696,
Beginning of Quarter Employment - Worker age 35-44,362228,
Beginning of Quarter Employment - Worker age 45-54,314061,
Beginning of Quarter Employment - Worker age 55-64,250134,
Beginning of Quarter Employment - Worker age 65-99,126254,
All Hires - All educational attainment,262205,
All Hires - Less than High School education,31803,
All Hires - High School education,55441,
All Hires - Associates degree (some college),59130,
All Hires - Bachelor's degree or higher,38041,
Separations,n/a,
Firm Job Gains,n/a,
Firm Job Loss,n/a,
Firm Job Change,n/a,
Average Monthly Earnings ($),n/a,
