Name,Value,MOE
Total population,19872319,
Percent male,48.8,
Percent female,51.2,
Percent under 5 years,5.6,
Percent under 18 years,20.7,
Percent 18 years and over ,79.3,
Percent 21 years and over,75.5,
Percent working age (25 to 64 years),53,
Percent 65 years and over,17.4,
Median age,39.6,0.1
Percent White,57.07,
Percent Black or African American,14.73,
Percent American Indian and Alaska Native,0.52,
Percent Asian,8.9,
Percent Native Hawaiian and Other Pacific Islander,0.05,
Percent some other race,9.81,
Percent two or more races,8.92,
Percent Hispanic (of any race),19.62,
