Name,Value,MOE
All Employer establishments (Total),1079859,
All Nonemployer firms,3847034,
Total employment of employers,16858657,
"Total annual payroll of employers ($1,000)",1432645164,
"Total revenue of employers ($1,000)",6322628025,
"Revenue of nonemployer firms ($1,000)",252549216,
Establishment Entrants,116704,
Establishment Exits,93662,
All Employer firms (Total),802228,
Firms Age 0 (startups),65879,
Firms Age 1-5 Years,201112,
Firms Age 6-10 Year,136907,
Firms Age 11+ Years,341080,
Firms born before 1977,57250,
Firms with 1 to 19 employees,365234,
Firms with 20 to 499 employees,37773,
Firms with 500 or more employees,1110,
"Total revenue of employers ($1,000) for Islands",n/a,
