Name,Value,MOE
Median household income,84578,372
Average income,125909,701
Percent high school degree or higher,87.9,0.1
Percent Bachelor's degree or higher,39.6,0.2
Average household size,2.51,
Percent in poverty,13.7,0.1
Percent population 16 years and over in labor force,63,0.1
Percent employed,58.9,0.1
Percent disabled,12.2,0.1
Percent with health coverage,94.9,0.1
Percent of all workers 16 and over who commute to work,86.7,0.2
Percent who drive alone to work,49.7,0.1
Percent who carpool to work,6.3,0.1
Percent who use public transportation to commute to work,22.4,0.1
Percent who walk to work,5.7,0.1
Percent who use other means to commute to work,2.6,0.1
Percent who work from home,13.3,0.1
Average travel time to work (mins),32.8,0.1
Percent with no vehicles available,29,0.1
Percent with 1 vehicle available,33.4,0.1
Percent with 2 or more vehicles available,37.6,0.1
Percent veterans,3.9,0
Percent foreign born,22.6,
Percent speaking Spanish at home,14.7,0.1
Percent speaking other Indo-European languages at home,8.9,0.1
Percent speaking other Asian and Pacific Island languages at home,5.1,0.1
