Name,Value,MOE
All Employer establishments (Total),644501,
All Nonemployer firms,2201310,
Total employment of employers,11067468,
"Total annual payroll of employers ($1,000)",767675836,
"Total revenue of employers ($1,000)",4551514806,
"Revenue of nonemployer firms ($1,000)",117454740,
Establishment Entrants,60312,
Establishment Exits,54400,
All Employer firms (Total),448339,
Firms Age 0 (startups),34024,
Firms Age 1-5 Years,103574,
Firms Age 6-10 Year,69854,
Firms Age 11+ Years,201050,
Firms born before 1977,39837,
Firms with 1 to 19 employees,199296,
Firms with 20 to 499 employees,26702,
Firms with 500 or more employees,683,
"Total revenue of employers ($1,000) for Islands",n/a,
