Name,Value,MOE
Total number of employer and nonemployer businesses,220260,
"Total sales, value of shipments, or revenue of employer and nonemployer businesses ($1,000)",0,
Minority-owned non-employer businesses,44100,
White-owned non-employer businesses,149200,
Black-owned non-employer businesses,13560,
American Indian- and Alaska Native-owned employer businesses,1860,
Asian-owned non-employer businesses,6550,
Native Hawaiian- and Other Pacific Islander-owned non-employer businesses,300,
Hispanic-owned non-employer businesses,28760,
Female-owned non-employer businesses,71060,
Male-owned non-employer businesses,93000,
Veteran-owned non-employer businesses,7200,
