Name,Value,MOE
All Employer establishments (Total),58959,
All Nonemployer firms,184716,
Total employment of employers,878004,
"Total annual payroll of employers ($1,000)",51875241,
"Total revenue of employers ($1,000)",260616813,
"Revenue of nonemployer firms ($1,000)",9783308,
Establishment Entrants,6023,
Establishment Exits,4381,
All Employer firms (Total),44526,
Firms Age 0 (startups),3348,
Firms Age 1-5 Years,9293,
Firms Age 6-10 Year,6014,
Firms Age 11+ Years,20416,
Firms born before 1977,5450,
Firms with 1 to 19 employees,19705,
Firms with 20 to 499 employees,2759,
Firms with 500 or more employees,57,
"Total revenue of employers ($1,000) for Islands",n/a,
